de_title,en_title,image_url
chicago mercantile exchange,chicago mercantile exchange,https://upload.wikimedia.org/wikipedia/commons/c/c1/Chicago_Mercantile_Exchange_%28G._Bush%29.jpg
armand-jacques-achille leroy de saint-arnaud,jacques leroy de saint-arnaud,https://upload.wikimedia.org/wikipedia/commons/2/2e/Mar%C3%A9chal_Leroy_de_Saint-Arnaud.jpg
schadrinsk,shadrinsk,https://upload.wikimedia.org/wikipedia/commons/0/03/Coat_of_Arms_of_Shadrinsk_%28Kurgan_oblast%29.png
1986,1986,https://upload.wikimedia.org/wikipedia/commons/3/33/Kaylee_DeFer.jpg
arschan (burjatien),"arshan, republic of buryatia",https://upload.wikimedia.org/wikipedia/commons/1/16/At_the_entrance_to_the_village_of_Arshan.png
paul reubens,paul reubens,https://upload.wikimedia.org/wikipedia/commons/4/49/Paul_Reubens_2006.jpg
red buttons,red buttons,http://upload.wikimedia.org/wikipedia/commons/9/92/Red_Buttons_Double_Life_of_Henry_Phyfe_1965.JPG
oak park (illinois),"oak park, illinois",http://upload.wikimedia.org/wikipedia/commons/7/76/Habs_flw_oak_park_home.jpg
ellis-park-stadion,ellis park stadium,https://upload.wikimedia.org/wikipedia/commons/1/12/Brazil_%26_Chile_match_at_World_Cup_2010-06-28_4.jpg
ukrainer,ukrainians,https://upload.wikimedia.org/wikipedia/commons/6/6f/Ethnic-Ukrainians.jpg
bandy-weltmeisterschaft 2016,2016 bandy world championship,https://upload.wikimedia.org/wikipedia/commons/d/d6/%D0%A3%D0%A4%D0%A5%D0%9C%D0%A0_IMG_1299.jpg
macintosh quadra,macintosh quadra,https://upload.wikimedia.org/wikipedia/commons/3/39/Macintosh_Quadra_700.png
hermès (unternehmen),hermès,https://upload.wikimedia.org/wikipedia/commons/4/46/ThierryHerm%C3%A8s.jpg
aortenaneurysma,aortic aneurysm,https://upload.wikimedia.org/wikipedia/commons/6/64/Abdominal_aortic_aneurysm.JPG
arghakhanchi,arghakhanchi district,https://upload.wikimedia.org/wikipedia/commons/f/fc/Arghakhanchi_district_location.png
eisschnelllauf-mehrkampfweltmeisterschaft 2016,2016 world allround speed skating championships,http://upload.wikimedia.org/wikipedia/commons/d/d7/Sportforum_Berlin-Hohensch%C3%B6nhausen.jpg
"hawthorn, leslie & company",hawthorn leslie and company,https://upload.wikimedia.org/wikipedia/commons/3/3b/Falmouth_Docks_number_3_Middy.jpg
nationalpark kerinci-seblat,kerinci seblat national park,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mount_Kerinci_from_Kayuaro.jpg
benjamin rush,benjamin rush,https://upload.wikimedia.org/wikipedia/commons/7/7d/The_Death_of_General_Mercer_at_the_Battle_of_Princeton_January_3_1777.jpeg
olympische sommerspiele 1936/kanu,canoeing at the 1936 summer olympics,https://upload.wikimedia.org/wikipedia/commons/3/30/Prior_to_Canoe_Event_Competitions%2C_1936_Olympic_Games.png
halloween (2018),halloween (2018 film),https://upload.wikimedia.org/wikipedia/commons/f/f2/Nick_Castle_%2821106912330%29.jpg
kreisauer kreis,kreisau circle,https://upload.wikimedia.org/wikipedia/commons/7/74/Claus_Schenk_Graf_von_Stauffenberg_-_Helmuth_James_Graf_von_Moltke.jpg
richmond hill (kanada),"richmond hill, ontario",https://upload.wikimedia.org/wikipedia/commons/6/69/HillcrestMallEntrance2.jpg
mitrochin-archiv,mitrokhin archive,https://upload.wikimedia.org/wikipedia/commons/c/c3/KGB_Symbol.png
crescenzio sepe,crescenzio sepe,https://upload.wikimedia.org/wikipedia/commons/d/d8/Sepe1.jpg
femme fatale tour,femme fatale tour,https://upload.wikimedia.org/wikipedia/commons/8/82/S4U_FFT_Cleveland.jpg
u-boot,submarine,https://upload.wikimedia.org/wikipedia/commons/3/35/Fulton%27s_submarine_design.jpg
asiatische pfauen,pavo (genus),https://upload.wikimedia.org/wikipedia/commons/6/6f/PeacockInTheWoods.jpg
porto alegre,porto alegre,https://upload.wikimedia.org/wikipedia/commons/c/cb/%C2%A1Monumeeento%21_%28y_Catedral%29_%282362588619%29.jpg
centovalli ti,centovalli,http://upload.wikimedia.org/wikipedia/commons/3/32/Intragna.jpg
county dublin,county dublin,https://upload.wikimedia.org/wikipedia/commons/0/08/Three_Rock_Mountain_Southern_Tor.jpg
schlacht an der sutjeska,case black,https://upload.wikimedia.org/wikipedia/commons/f/f4/Popovi%C4%87_and_Leki%C4%87_1943.jpg
grigori iwanowitsch petrowski,grigory petrovsky,https://upload.wikimedia.org/wikipedia/commons/4/47/Petrovsky3.JPG
péter gulácsi,péter gulácsi,https://upload.wikimedia.org/wikipedia/commons/9/96/Testspiel_Rasenballsport_Leipzig_gegen_FC_Liefering_%289.August_2016%29_17.jpg
david hume,david hume,https://upload.wikimedia.org/wikipedia/commons/2/20/David_Hume_2.jpg
endlager olkiluoto,onkalo spent nuclear fuel repository,https://upload.wikimedia.org/wikipedia/commons/7/77/Onkalo-kaaviokuva.png
brotherhood of man,brotherhood of man,https://upload.wikimedia.org/wikipedia/commons/f/f8/Brotherhood_of_Man_1.png
gloster javelin,gloster javelin,http://upload.wikimedia.org/wikipedia/commons/a/a8/Javelin_64Sqn_NAN3_60.jpg
orientalisch kurzhaar,oriental shorthair,https://upload.wikimedia.org/wikipedia/commons/0/0b/Ebony_White_Bicolor_male_Oriental_Shorthair_cat.jpg
haus tudor,house of tudor,https://upload.wikimedia.org/wikipedia/commons/8/8b/Mary%2C_Queen_of_Scots_after_Nicholas_Hilliard.jpg
mexikozeisig,lesser goldfinch,https://upload.wikimedia.org/wikipedia/commons/1/1b/Lesser_Goldfinch_Landing%2C_Santa_Fe.jpg
théodore-adrien sarr,théodore-adrien sarr,https://upload.wikimedia.org/wikipedia/commons/b/bb/Cardinal_Th%C3%A9odore_Adrien_Sarr_2.JPG
kardinallori,cardinal lory,https://upload.wikimedia.org/wikipedia/commons/4/45/Chalcopsitta_cardinalis.jpg
hampton fancher,hampton fancher,https://upload.wikimedia.org/wikipedia/commons/a/a1/Hampton_Fancher_by_Gage_Skidmore.jpg
bahamas,the bahamas,https://upload.wikimedia.org/wikipedia/commons/f/fb/Battle_of_Nassau.jpg
joe nieuwendyk,joe nieuwendyk,https://upload.wikimedia.org/wikipedia/commons/4/48/Joe_Nieuwendyk_Dallas.jpg
ashmore- und cartierinseln,ashmore and cartier islands,http://upload.wikimedia.org/wikipedia/commons/8/8e/Cartier_Island.png
johann jacob löwenthal,johann löwenthal,https://upload.wikimedia.org/wikipedia/commons/b/bb/Morphy_L%C3%B6wenthal_1858.jpg
eroberung von konstantinopel (1453),fall of constantinople,https://upload.wikimedia.org/wikipedia/commons/c/c6/Gentile_Bellini_003.jpg
savant (musiker),savant (musician),https://upload.wikimedia.org/wikipedia/commons/2/2c/Savant.Live.JPG
cairns,cairns,https://upload.wikimedia.org/wikipedia/commons/e/e7/Children_on_tropical_beach.jpg
mesomerie,resonance (chemistry),https://upload.wikimedia.org/wikipedia/commons/8/86/Furan_Resonance.png
ethylenthioharnstoff,ethylene thiourea,https://upload.wikimedia.org/wikipedia/commons/2/2b/Ethylenethiourea.png
deicide,deicide (band),https://upload.wikimedia.org/wikipedia/commons/6/60/Deicide_band_010.jpg
baiyoke tower 2,baiyoke tower ii,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bangkok_Siam_Pathumwan.jpg
ōsaki (miyagi),"ōsaki, miyagi",https://upload.wikimedia.org/wikipedia/commons/2/25/OsakiCityOffice.jpg
maciek gracz,michael gracz,https://upload.wikimedia.org/wikipedia/commons/3/3e/Mike_Gracz.jpg
george hoadly,george hoadly,https://upload.wikimedia.org/wikipedia/commons/d/d1/GeorgeHoadly.jpg
nationalpark khao yai,khao yai national park,https://upload.wikimedia.org/wikipedia/commons/0/02/Dhole_feeding_Khao_Yai_NP.jpg
namentenga,namentenga province,https://upload.wikimedia.org/wikipedia/commons/e/ee/Namentenga_departments.png
anarchokapitalismus,anarcho-capitalism,https://upload.wikimedia.org/wikipedia/commons/4/44/Law_speaker.jpg
metadaten,metadata,https://upload.wikimedia.org/wikipedia/commons/7/7e/Schlagwortkatalog.jpg
georges gilles de la tourette,georges gilles de la tourette,https://upload.wikimedia.org/wikipedia/commons/6/67/Une_le%C3%A7on_clinique_%C3%A0_la_Salp%C3%AAtri%C3%A8re.jpg
tiefwasser-stachelrochen,deepwater stingray,https://upload.wikimedia.org/wikipedia/commons/a/ac/Plesiobatis_daviesi_cochin.jpg
färberwaid,isatis tinctoria,https://upload.wikimedia.org/wikipedia/commons/4/4c/Isatis_tinctoria_MHNT.BOT.2011.3.12.jpg
the ring (zeitschrift),the ring (magazine),https://upload.wikimedia.org/wikipedia/commons/e/eb/Ring_Magazine_Cover.jpg
florfliegen,chrysopidae,https://upload.wikimedia.org/wikipedia/commons/7/74/Chrysopidae_%28Larva%29_01.JPG
sandburg,sand art and play,https://upload.wikimedia.org/wikipedia/commons/c/c5/Ludington_Sand_Angels_2017.png
fußball-weltmeisterschaft 1970/qualifikation,1970 fifa world cup qualification,https://upload.wikimedia.org/wikipedia/commons/3/30/Qualification_for_the_1970_FIFA_World_Cup.png
mount fridtjof nansen,mount fridtjof nansen,https://upload.wikimedia.org/wikipedia/commons/1/19/MountFridtjofNansenAntarctica.jpg
gallengangskarzinom,cholangiocarcinoma,https://upload.wikimedia.org/wikipedia/commons/5/51/Cholangiocarcinoma_-_high_mag.jpg
matt barnes,matt barnes,https://upload.wikimedia.org/wikipedia/commons/8/83/Matt_Barnes_Mar-2012.jpg
nikola kalinić,nikola kalinić,https://upload.wikimedia.org/wikipedia/commons/5/5a/Nikola_Kalinic_-_Croatia_vs._Portugal%2C_10th_June_2013_%28crop%29.jpg
tuamotu-archipel,tuamotus,http://upload.wikimedia.org/wikipedia/commons/f/f3/Tuamotu_9612a.jpg
atrani,atrani,https://upload.wikimedia.org/wikipedia/commons/3/31/Atrani.jpg
archivo general de indias,general archive of the indies,https://upload.wikimedia.org/wikipedia/commons/b/bd/Archivo_de_Indias_002.jpg
outdoor-growing,cannabis cultivation,https://upload.wikimedia.org/wikipedia/commons/d/d4/Plantacja.jpg
brompton bicycle,brompton bicycle,https://upload.wikimedia.org/wikipedia/commons/9/95/Brompton-2016-m-handlebar-integrated-shifters-alpha.png
anteosaurus,anteosaurus,https://upload.wikimedia.org/wikipedia/commons/0/00/Anteosaurus_magnificus_BW_lateral.png
schlacht bei megiddo,battle of megiddo (15th century bc),https://upload.wikimedia.org/wikipedia/commons/2/29/Karnak_Tempel_15.jpg
sibirischer blaustern,scilla siberica,https://upload.wikimedia.org/wikipedia/commons/f/ff/Siberian_squill.jpg
church of scotland,church of scotland,https://upload.wikimedia.org/wikipedia/commons/6/6e/John_Knox_statue%2C_New_College_Edinburgh.jpg
bakary koné,bakary koné,https://upload.wikimedia.org/wikipedia/commons/1/17/Bakary_Kon%C3%A9_-_Troph%C3%A9e_des_champions_2015.jpg
nowoasowsk,novoazovsk,https://upload.wikimedia.org/wikipedia/commons/4/4f/Novazv_s.png
ueno (tokio),ueno,https://upload.wikimedia.org/wikipedia/commons/a/a5/Tokyo_National_Museum%2C_Honkan_2010.jpg
aurora (ungarische band),aurora (punk band),https://upload.wikimedia.org/wikipedia/commons/5/5b/Aurora_2005_koncert.jpg
olympische jugend-winterspiele 2016/biathlon,biathlon at the 2016 winter youth olympics,https://upload.wikimedia.org/wikipedia/commons/7/78/Lillehammer_2016_Biathlon_mixed_relay_%2825172884456%29.jpg
carola häggkvist,carola häggkvist,https://upload.wikimedia.org/wikipedia/commons/f/ff/Carola_i_maj_2013.jpg
warwickshire,warwickshire,https://upload.wikimedia.org/wikipedia/commons/9/9d/Oxford_Canal_from_Napton.jpg
(624) hektor,624 hektor,https://upload.wikimedia.org/wikipedia/commons/d/dc/624Hektor-LB1-mag15.jpg
daniel bernoulli,daniel bernoulli,https://upload.wikimedia.org/wikipedia/commons/0/0b/HYDRODYNAMICA%2C_Danielis_Bernoulli.png
anouk (sängerin),anouk (singer),https://upload.wikimedia.org/wikipedia/commons/1/10/ESC2013_-_Netherlands_02.jpg
annemiek van vleuten,annemiek van vleuten,https://upload.wikimedia.org/wikipedia/commons/5/51/20180925_UCI_Road_World_Championships_Innsbruck_Women_Elite_ITT_Annemiek_van_Vleuten_850_9507.jpg
huayna cápac,huayna capac,https://upload.wikimedia.org/wikipedia/commons/e/ea/Inca_huayna_capac.jpg
lucius shepard,lucius shepard,https://upload.wikimedia.org/wikipedia/commons/2/2e/Utos068-Lucius_Shepard.jpg
turanismus,turanism,https://upload.wikimedia.org/wikipedia/commons/b/b5/Max_M%C3%BCller%27s_Northern_Division_of_Turanian_Languages.png
mayathan,yucatec maya language,https://upload.wikimedia.org/wikipedia/commons/b/b0/Conflicto_Limitrofe_Yucatan_Campeche_Quintana_Roo.PNG
schutzverantwortung,responsibility to protect,https://upload.wikimedia.org/wikipedia/commons/4/48/President_Barack_Obama_speaking_on_the_military_intervention_in_Libya_at_the_National_Defense_University_9.jpg
arlit,arlit,https://upload.wikimedia.org/wikipedia/commons/6/65/MineArlit1.jpg
dihydroxyaceton,dihydroxyacetone,https://upload.wikimedia.org/wikipedia/commons/e/e5/Dihydroxyacetone_3D_ball.png
wienerwald,vienna woods,http://upload.wikimedia.org/wikipedia/commons/e/ec/Vienna_Woods_in_winter.jpg
arvidsjaur (gemeinde),arvidsjaur municipality,https://upload.wikimedia.org/wikipedia/commons/f/fd/Arvidsjaur_Municipality_in_Norrbotten_County.png
m3 lee/grant,m3 lee,https://upload.wikimedia.org/wikipedia/commons/1/19/M3_Medium_Tanks_in_the_Battle_of_Makin.png
königreich der niederlande,kingdom of the netherlands,https://upload.wikimedia.org/wikipedia/commons/d/d5/KonDerNed-10-10-10.png
europäische union,european union,https://upload.wikimedia.org/wikipedia/commons/3/32/Europa_Congres_Ridderzaal_Den_Haag._Overzicht%2C_Bestanddeelnr_902-7379.jpg
metro do porto,porto metro,http://upload.wikimedia.org/wikipedia/commons/3/37/Portometrotrain14.jpg
holly marie combs,holly marie combs,https://upload.wikimedia.org/wikipedia/commons/1/1a/Holly_Marie_Combs%2C_July_2012.jpg
la mala rodríguez,mala rodríguez,https://upload.wikimedia.org/wikipedia/commons/8/8d/La_Mala_Rodr%C3%ADguez.jpg
unternehmen merkur,battle of crete,http://upload.wikimedia.org/wikipedia/commons/7/7e/Hellenic_Australian_Memorial_Rethymno.jpg
sojus tm-21,soyuz tm-21,https://upload.wikimedia.org/wikipedia/commons/4/48/Soyuz_TM-21_Crew.jpg
kiefern,pine,https://upload.wikimedia.org/wikipedia/commons/e/ec/Pinus_densiflora_Kumgangsan.jpg
kinda (gemeinde),kinda municipality,https://upload.wikimedia.org/wikipedia/commons/1/11/Kinda_Municipality_in_%C3%96sterg%C3%B6tland_County.png
chris vermeulen,chris vermeulen,https://upload.wikimedia.org/wikipedia/commons/9/93/Chris_2006_PI2.jpg
wasserzünsler,nymphula nitidulata,https://upload.wikimedia.org/wikipedia/commons/9/9b/P1110699_Nymphula_stagnata.jpg
schulp,cuttlebone,https://upload.wikimedia.org/wikipedia/commons/e/e1/Cuttlefish-Cuttlebone1.jpg
ticonderoga-klasse (kreuzer),ticonderoga-class cruiser,https://upload.wikimedia.org/wikipedia/commons/c/cf/US_Navy_110126-N-7981E-422_The_Royal_Malaysian_Navy_frigate_KD_Lekir_%28FF_26%29_leads_the_Ticonderoga-class_guided_missile_cruiser_USS_Bunker_Hill_%28CG.jpg
zwickau,zwickau,https://upload.wikimedia.org/wikipedia/commons/c/c3/Zwickau_Robert_Schumann_Birth_House.jpg
marco andretti,marco andretti,http://upload.wikimedia.org/wikipedia/commons/9/91/Marco_Andretti_2009_Indy_500_Carb_Day.JPG
flughafen shanghai-hongqiao,shanghai hongqiao international airport,https://upload.wikimedia.org/wikipedia/commons/b/b3/201901_Check-in_Counterd_D_at_SHA_T1.jpg
thomas chipman mcrae,thomas chipman mcrae,https://upload.wikimedia.org/wikipedia/commons/1/1e/Katherine_McRae.jpg
henry l. stimson,henry l. stimson,https://upload.wikimedia.org/wikipedia/commons/f/fc/Henry_L._Stimson%2C_age_10.jpg
marianengraben,mariana trench,https://upload.wikimedia.org/wikipedia/commons/3/36/Bathyscaphe_Trieste.jpg
phil lester,phil lester,https://upload.wikimedia.org/wikipedia/commons/7/7e/Phil_Lester_VidCon_2019_DSC0314_%28cropped%29.jpg
schützenpanzer,infantry fighting vehicle,https://upload.wikimedia.org/wikipedia/commons/7/7b/Bundesarchiv_B_145_Bild-F027418-0012%2C_Sch%C3%BCtzenpanzer_HS-30_%28cropped%29.jpg
polk county (minnesota),"polk county, minnesota",http://upload.wikimedia.org/wikipedia/commons/b/bc/CrookstonMnLibrary.jpg
lafarre (ardèche),"lafarre, ardèche",http://upload.wikimedia.org/wikipedia/commons/b/bf/Lafarre_ard%C3%A8che_1.jpg
petteri nokelainen,petteri nokelainen,https://upload.wikimedia.org/wikipedia/commons/c/c3/Petteri_Nokelainen.png
bestie des gévaudan,beast of gévaudan,https://upload.wikimedia.org/wikipedia/commons/5/54/Wolf_of_Chazes.jpg
steve mccarthy,steve mccarthy (ice hockey),https://upload.wikimedia.org/wikipedia/commons/f/f3/Steve_McCarthy.jpg
bella thorne,bella thorne,https://upload.wikimedia.org/wikipedia/commons/2/23/Bella_Thorne_March_18%2C_2014_%28cropped%29.jpg
de officiis,de officiis,https://upload.wikimedia.org/wikipedia/commons/7/76/Thys_Boke_Is_Myne.jpg
amsel,common blackbird,https://upload.wikimedia.org/wikipedia/commons/8/84/Nederlandsche_vogelen_%28KB%29_-_Turdus_merula_%28016f%29.jpg
trail (british columbia),"trail, british columbia",https://upload.wikimedia.org/wikipedia/commons/b/b9/Victoria_Street_Bridge.jpg
malin åkerman,malin åkerman,https://upload.wikimedia.org/wikipedia/commons/c/ce/Malin_%C3%85kerman_2015.jpg
georg freiherr von boeselager,georg von boeselager,https://upload.wikimedia.org/wikipedia/commons/7/73/Burg_Heimerzheim_87.JPG
miika koppinen,miika koppinen,http://upload.wikimedia.org/wikipedia/commons/9/96/Miika_Koppinen_-_2009-09-27_at_20-25-28.jpg
halogen-metalldampflampe,metal-halide lamp,https://upload.wikimedia.org/wikipedia/commons/8/8a/150_Watt_Metal_Halide.jpg
betty heidler,betty heidler,https://upload.wikimedia.org/wikipedia/commons/0/0a/Osaka07_D6A_Betty_Heidler_Medal1.jpg
flinkwallaby,agile wallaby,https://upload.wikimedia.org/wikipedia/commons/9/93/Agile_Wallaby_area.png
jamestown (virginia),"jamestown, virginia",https://upload.wikimedia.org/wikipedia/commons/2/23/Jamestown-Virginia-settlement-ships-NOAA.jpg
girl gone wild,girl gone wild,https://upload.wikimedia.org/wikipedia/commons/8/8f/Simon_Nessman.jpg
ac arles-avignon,ac arles-avignon,https://upload.wikimedia.org/wikipedia/commons/2/21/Andr%C3%A9_Ayew.jpg
gawrilow-jam,gavrilov-yam,https://upload.wikimedia.org/wikipedia/commons/e/e7/Gavrilovyam-church.jpg
haplogruppe j (mtdna),haplogroup j (mtdna),https://upload.wikimedia.org/wikipedia/commons/7/76/Schematic_tree_of_mtDNA_haplogroup_J.png
liste der städte in libyen,list of cities in libya,http://upload.wikimedia.org/wikipedia/commons/c/c5/Tobruk_Night_View.jpg
erich kühnhackl,erich kühnhackl,https://upload.wikimedia.org/wikipedia/commons/8/8e/Erich_Kuehnhackl.jpg
ziegenartige,caprinae,https://upload.wikimedia.org/wikipedia/commons/5/58/Naemorhedus_goral.jpg
formel-1-weltmeisterschaft 2004,2004 formula one world championship,https://upload.wikimedia.org/wikipedia/commons/e/e8/J_p_montoya_usgp_2004.jpg
s. p. somtow,s. p. somtow,https://upload.wikimedia.org/wikipedia/commons/6/6a/Somtow_Sucharitkul.jpg
japaner,japanese people,http://upload.wikimedia.org/wikipedia/commons/d/dc/Location_Japanese_Empire.png
reh,roe deer,https://upload.wikimedia.org/wikipedia/commons/d/dc/Ultrasonography_of_pregnant_European_roe_deer_%28Capreolus_Capreolus%29.jpg
barfleur,barfleur,https://upload.wikimedia.org/wikipedia/commons/1/1f/Barfleur.jpg
gilles panizzi,gilles panizzi,https://upload.wikimedia.org/wikipedia/commons/7/7f/Gilles_Panizzi.jpg
anton nilson,anton nilson,http://upload.wikimedia.org/wikipedia/commons/9/97/AntonNilson.jpg
daoguang,daoguang emperor,https://upload.wikimedia.org/wikipedia/commons/a/a9/The_Emperor_is_presented_with_prisoners_at_the_Wu-men_1828.jpg
sloboda-ukraine,sloboda ukraine,https://upload.wikimedia.org/wikipedia/commons/1/1f/Map_of_Kharkov_Namestnichestvo_1792_%28small_atlas%29.jpg
an die freude,ode to joy,https://upload.wikimedia.org/wikipedia/commons/2/2d/Schiller_an_die_freude_manuskript_2.jpg
amstel gold race 2016,2016 amstel gold race,https://upload.wikimedia.org/wikipedia/commons/b/b6/Amstel_Gold_Race_2016.png
formsignal,railway semaphore signal,https://upload.wikimedia.org/wikipedia/commons/6/6b/Northwich-weaver-navigation-hunts-lock-signals.jpg
gewöhnliche rosskastanie,aesculus hippocastanum,http://upload.wikimedia.org/wikipedia/commons/1/14/Aesculus_hippocastanum_fruit.jpg
ford b-max,ford b-max,https://upload.wikimedia.org/wikipedia/commons/d/d1/Ford_B-Max_Titanium_%E2%80%93_Heckansicht%2C_22._Februar_2014%2C_Ratingen.jpg
arbeiterpartei kurdistans,kurdistan workers' party,https://upload.wikimedia.org/wikipedia/commons/0/0e/Raqqa_Syrian_Democratic_Forces_1.jpg
alvin stardust,alvin stardust,https://upload.wikimedia.org/wikipedia/commons/3/32/Alvin_Stardust_-_TopPop_1974_8.png
schwulststil,marinism,https://upload.wikimedia.org/wikipedia/commons/c/c1/Portret_van_dichter_Giovanni_Battista_Marino%2C_RP-P-OB-36.315.jpg
rockmusik,rock music,https://upload.wikimedia.org/wikipedia/commons/a/aa/Foo_Fighters_Live_29.jpg
albertus-universität königsberg,university of königsberg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Albertinum_und_Dom.JPG
babil,babil governorate,https://upload.wikimedia.org/wikipedia/en/2/23/Map_of_Babil_Governorate_by_Districts.png
fleischmann (unternehmen),fleischmann (model railroads),https://upload.wikimedia.org/wikipedia/commons/7/7b/76~F891903N_cropped.jpg
didier ilunga-mbenga,d. j. mbenga,https://upload.wikimedia.org/wikipedia/commons/e/e6/DJ_Mbenga_Lakers_Fan_Jam.jpg
audi q2,audi q2,https://upload.wikimedia.org/wikipedia/commons/d/dd/2017_Audi_Q2_Sport_TDi_1.6_Rear.jpg
annunzio mantovani,mantovani,https://upload.wikimedia.org/wikipedia/commons/8/8e/Annunzio_Paolo_Mantovani_%281970%29.jpg
ferdinand hodler,ferdinand hodler,https://upload.wikimedia.org/wikipedia/commons/2/2c/CHF50_2_back_horizontal.jpg
scheiden-wollgras,eriophorum vaginatum,https://upload.wikimedia.org/wikipedia/commons/1/17/Eriophorum_vaginatum_close.jpg
aktualismus (geologie),uniformitarianism,https://upload.wikimedia.org/wikipedia/commons/0/0d/Hutton_Unconformity%2C_Jedburgh.jpg
universität oulu,university of oulu,https://upload.wikimedia.org/wikipedia/commons/f/fc/University-of-Oulu-Tietotalo-2010.JPG
uss montpelier (ssn-765),uss montpelier (ssn-765),http://upload.wikimedia.org/wikipedia/commons/3/33/USS_Montpelier_SSN-765.jpg
tomáš jurčo,tomáš jurčo,https://upload.wikimedia.org/wikipedia/commons/b/be/190601-709_47982220702_o_%2848039014107%29.jpg
howard pyle,howard pyle,https://upload.wikimedia.org/wikipedia/commons/e/ee/Arthur-Pyle_Sir_Kay_breaketh_his_sword_at_ye_Tournament.JPG
diane cilento,diane cilento,https://upload.wikimedia.org/wikipedia/commons/0/00/Laurence_Harvey_Diane_Cilento_The_Small_Servant_Alcoa_Hour_1955.jpg
gjøvik,gjøvik,http://upload.wikimedia.org/wikipedia/commons/5/55/Gjoevik_gaard_park.jpg
jadowniki (brzesko),"jadowniki, lesser poland voivodeship",https://upload.wikimedia.org/wikipedia/commons/5/5c/Jadowniki_ko%C5%9Bci%C3%B3%C5%82_2.jpg
samsung galaxy note 7,samsung galaxy note 7,https://upload.wikimedia.org/wikipedia/commons/5/5f/Samsung_Galaxy_Note_FE_%283%29_%28cropped%29.png
messier 78,messier 78,https://upload.wikimedia.org/wikipedia/commons/a/a4/Making_a_Spectacle_of_Star_Formation_in_Orion.jpg
buchholz in der nordheide,buchholz in der nordheide,https://upload.wikimedia.org/wikipedia/commons/6/6b/Buchholzer_wappen.jpg
pawel alexandrowitsch trenichin,pavel trenikhin,https://upload.wikimedia.org/wikipedia/commons/9/9c/Pavel_Trenikhin_G%C3%B6teborg_2013.jpg
paretodiagramm,pareto chart,https://upload.wikimedia.org/wikipedia/commons/8/8a/Pareto.PNG
fiuggi,fiuggi,https://upload.wikimedia.org/wikipedia/commons/8/82/Fiuggi_Water_Natural.jpg
weltsprache,world language,https://upload.wikimedia.org/wikipedia/commons/4/47/Malay_language_Spoken_Area_Map_v1.png
β-oxidation,beta oxidation,https://upload.wikimedia.org/wikipedia/commons/5/5f/Metabolism1.jpg
elektronenstrahl,cathode ray,https://upload.wikimedia.org/wikipedia/commons/b/bc/Glow_discharge_regions.jpg
kyra kyrklund,kyra kyrklund,https://upload.wikimedia.org/wikipedia/commons/1/10/Kyrak.jpg
kogalym,kogalym,https://upload.wikimedia.org/wikipedia/commons/8/8a/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0.jpg
robert rauschenberg,robert rauschenberg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Rauschenberg3.JPG
diriyya,diriyah,https://upload.wikimedia.org/wikipedia/commons/f/fb/Diriyyah2.JPG
regierungsbezirk gießen,giessen (region),http://upload.wikimedia.org/wikipedia/commons/6/60/Mittelhessen_districts.png
hickory (pflanze),hickory,https://upload.wikimedia.org/wikipedia/commons/a/a2/Finished_hickory_1.jpg
schreiseeadler,african fish eagle,https://upload.wikimedia.org/wikipedia/commons/8/87/African_fish_eagle_%28Haliaeetus_vocifer%29_Ethiopia.jpg
indiana fever,indiana fever,https://upload.wikimedia.org/wikipedia/commons/2/2d/White_FPM7525.jpg
sandro ramírez,sandro ramírez,https://upload.wikimedia.org/wikipedia/commons/8/81/2012_2013_-_Sandro_Ram%C3%ADrez_-_Flickr_-_Castroquini-FCB.jpg
june foulds,june foulds,https://upload.wikimedia.org/wikipedia/commons/0/02/June_Foulds_1952.jpg
rohrleitungstransport,pipeline transport,https://upload.wikimedia.org/wikipedia/commons/d/d7/Major_russian_gas_pipelines_to_europe.png
duffy,duffy (singer),https://upload.wikimedia.org/wikipedia/commons/e/ec/Duffy_%28singer%29.jpg
nikita igorewitsch kutscherow,nikita kucherov,https://upload.wikimedia.org/wikipedia/commons/5/50/Nikita_Kucherov_140103.png
corvette c7,chevrolet corvette (c7),https://upload.wikimedia.org/wikipedia/commons/f/f6/2017_Corvette_Collector_Edition_Number_43_Aerial_Profile.jpg
eurovision song contest 1981,eurovision song contest 1981,https://upload.wikimedia.org/wikipedia/commons/3/3f/The_RDS_Simmonscourt_-_panoramio.jpg
alpen-smaragdlibelle,somatochlora alpestris,https://upload.wikimedia.org/wikipedia/commons/2/25/Somatochlora_alpestris_01.jpg
"große träume, große häuser",grand designs,https://upload.wikimedia.org/wikipedia/commons/8/85/Jo_Hamilton_and_George_Clarke.jpg
williams fw20,williams fw20,https://upload.wikimedia.org/wikipedia/commons/1/1f/Jacques_Villeneuve_1998_Italy.jpg
